player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position_x,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,player_id,first_name,last_name,last_season,current_club_id,player_code,market_value_in_eur,height_in_cm,date_of_birth
Jonathan,Almeria,La_liga,27,1552,2,2,1,3.300547508522868,2.8074901662766933,3.300547508522868,0.1913977292313519,0.1628054864464577,0.1913977292313519,F M S,36,21,3,0,2.185445604845881,5.899216432124376,54149,,Jonathan,2014,46,jonathan,800000.0,170.0,1986-02-27 00:00:00
Javier Espinosa,"Almeria,Villarreal",La_liga,21,1006,2,2,0,1.866095934063196,2.0051879417151213,1.866095934063196,0.1669469523515782,0.1793905713264025,0.1669469523515782,M S,14,19,4,0,2.1058845026418567,4.76301455963403,128219,Javier,Espinosa,2019,317,javier-espinosa,250000.0,173.0,1992-09-19 00:00:00
Fredy Hinestroza,Getafe,La_liga,33,1837,2,2,2,2.9950336134061217,1.324144356418401,2.9950336134061217,0.1467354519360647,0.0648737028185389,0.1467354519360647,F M S,34,14,6,0,2.432618943043053,4.901984094176441,208715,Fredy,Hinestroza,2014,3709,fredy-hinestroza,500000.0,178.0,1990-04-05 00:00:00
Xavi,Barcelona,La_liga,31,1778,2,2,8,2.1689790412783623,6.0424575060606,2.1689790412783623,0.1097908401097033,0.3058611785969932,0.1097908401097033,M S,28,53,1,0,16.479306956753135,20.9049698933959,7607,,Xavi,2014,131,xavi,2000000.0,169.0,1980-01-25 00:00:00
Raúl Navas,Eibar,La_liga,29,2459,2,2,0,0.6924522169865668,0.1429116483777761,0.6924522169865668,0.0253439201011756,0.0052306012013012,0.0253439201011756,D S,13,3,7,2,1.3404461089521646,1.3999448912218213,142419,Raúl,Navas,2020,331,raul-navas,200000.0,187.0,1988-05-11 00:00:00
Emiliano Insúa,Rayo Vallecano,La_liga,24,1790,1,1,2,0.805902442894876,0.9284918028861284,0.805902442894876,0.0405202345589602,0.0466839453965092,0.0405202345589602,D S,16,19,7,0,2.4418652188032866,3.679272060282528,45599,Emiliano,Insúa,2018,79,emiliano-insua,300000.0,179.0,1989-01-07 00:00:00
Mario Suárez,Atletico Madrid,La_liga,20,1126,1,1,0,1.539217408746481,0.3447612756863236,1.539217408746481,0.1230280344468768,0.0275564074704876,0.1230280344468768,M S,13,8,9,0,1.2201489061117172,1.6737857013940811,37337,Mario,Suárez,2022,367,mario-suarez,300000.0,189.0,1987-02-24 00:00:00
Gerard Deulofeu,Sevilla,La_liga,17,795,1,1,5,2.387968845665455,2.1213558074086905,2.387968845665455,0.2703360957357119,0.2401534876311725,0.2703360957357119,F M S,16,15,0,0,0.8165267072618008,4.248524319380522,129476,Gerard,Deulofeu,2023,410,gerard-deulofeu,1000000.0,177.0,1994-03-13 00:00:00
Álvaro Arbeloa,Real Madrid,La_liga,22,1104,1,1,5,1.9594783782958984,2.4808399733155966,1.9594783782958984,0.1597400851871656,0.2022423891289888,0.1597400851871656,D S,3,19,7,0,7.422471158206463,9.737575348466637,28260,Álvaro,Arbeloa,2016,379,alvaro-arbeloa,1500000.0,184.0,1983-01-17 00:00:00
Antonio Barragán,Valencia,La_liga,34,2846,1,1,2,0.5258546816185117,1.1268682964146135,0.5258546816185117,0.0166292766499178,0.0356353291206307,0.0166292766499178,D M S,5,12,8,0,7.097229182720184,8.258421137928963,32522,Antonio,Barragán,2021,1531,antonio-barragan,600000.0,186.0,1987-06-12 00:00:00
Isaac Success,Granada,La_liga,19,918,1,1,1,2.2226882968097925,0.8674555066972971,2.2226882968097925,0.2179106173342933,0.0850446575193428,0.2179106173342933,F S,14,7,1,0,0.3015260212123394,3.042885325849056,295331,Isaac,Success,2023,410,isaac-success,2500000.0,182.0,1996-01-07 00:00:00
Diogo Figueiras,Sevilla,La_liga,24,1841,1,1,2,0.9351422339677812,1.72264620102942,0.9351422339677812,0.0457158072010322,0.0842140999960064,0.0457158072010322,D M S,19,14,7,0,5.062916034832597,6.696033824235201,172181,Diogo,Figueiras,2021,3329,diogo-figueiras,300000.0,169.0,1991-07-01 00:00:00
Timothée Kolodziejczak,Sevilla,La_liga,18,1576,1,1,0,0.1583201196044683,1.2090416997671127,0.1583201196044683,0.0090411235814734,0.0690442595044671,0.0090411235814734,D,4,4,3,0,4.44121865183115,4.983128197491169,84085,Timothée,Kolodziejczak,2022,33,timothee-kolodziejczak,400000.0,183.0,1991-10-01 00:00:00
Daniel Carriço,Sevilla,La_liga,28,2517,1,1,0,0.6677217315882444,0.3250744380056858,0.6677217315882444,0.0238756280663257,0.0116236390228493,0.0238756280663257,D M,14,4,8,1,4.165221991017461,4.532929880544543,37712,Daniel,Carriço,2019,368,daniel-carrico,150000.0,183.0,1988-08-04 00:00:00
Jean-Sylvain Babin,Granada,La_liga,34,3031,1,1,0,1.1238681208342314,0.2782318722456693,1.1238681208342314,0.0333712078109801,0.0082615864408149,0.0333712078109801,D,11,6,2,0,2.024441171437502,2.1790828462690115,45256,Jean-Sylvain,Babin,2016,2448,jean-sylvain-babin,300000.0,181.0,1986-10-14 00:00:00
Jordi Alba,Barcelona,La_liga,27,2336,1,1,3,2.623541660606861,3.4026890620589256,2.623541660606861,0.1010782317870794,0.1310967532471332,0.1010782317870794,D,18,27,6,1,14.664830837398767,18.627736672759056,69751,Jordi,Alba,2022,131,jordi-alba,4000000.0,170.0,1989-03-21 00:00:00
Sergio Busquets,Barcelona,La_liga,33,2493,1,1,2,0.7489580260589719,1.5559152904897928,0.7489580260589719,0.0270381958866054,0.0561702270934943,0.0270381958866054,M S,7,17,7,0,22.195015653967857,22.831651773303747,65230,Sergio,Busquets,2022,131,sergio-busquets,3500000.0,189.0,1988-07-16 00:00:00
Rafinha,Barcelona,La_liga,24,1149,1,1,1,1.0632960991933942,0.9242740292102098,1.0632960991933942,0.0832869007201092,0.0723974435412697,0.0832869007201092,F M S,12,8,2,0,11.088788768276572,12.764136677607894,33947,,Rafinha,2020,683,rafinha,200000.0,172.0,1985-09-07 00:00:00
Rafinha,Barcelona,La_liga,24,1149,1,1,1,1.0632960991933942,0.9242740292102098,1.0632960991933942,0.0832869007201092,0.0723974435412697,0.0832869007201092,F M S,12,8,2,0,11.088788768276572,12.764136677607894,47931,,Rafinha,2015,157,rafinha,25000.0,184.0,1982-06-29 00:00:00
Rafinha,Barcelona,La_liga,24,1149,1,1,1,1.0632960991933942,0.9242740292102098,1.0632960991933942,0.0832869007201092,0.0723974435412697,0.0832869007201092,F M S,12,8,2,0,11.088788768276572,12.764136677607894,129473,,Rafinha,2021,681,rafinha,4000000.0,174.0,1993-02-12 00:00:00
Rafinha,Barcelona,La_liga,24,1149,1,1,1,1.0632960991933942,0.9242740292102098,1.0632960991933942,0.0832869007201092,0.0723974435412697,0.0832869007201092,F M S,12,8,2,0,11.088788768276572,12.764136677607894,205022,,Rafinha,2018,1085,rafinha,100000.0,166.0,1992-04-30 00:00:00
Munir,Barcelona,La_liga,10,467,1,1,1,2.889255117624998,0.2769455704838037,2.889255117624998,0.5568157614266591,0.0533728080161506,0.5568157614266591,F S,18,4,0,0,2.0154367107898,4.14878961071372,97925,,Munir,2021,7775,munir,1000000.0,190.0,1989-05-10 00:00:00
Paco Montañés,Espanyol,La_liga,25,1060,1,1,1,1.1795402681455016,1.3809747733175757,1.1795402681455016,0.1001496454085803,0.1172525750930016,0.1001496454085803,M S,19,8,2,0,2.040683874860406,4.016013205051422,40442,Paco,Montañés,2015,714,paco-montanes,400000.0,172.0,1986-10-08 00:00:00
Dani García,Eibar,La_liga,34,2972,1,1,2,0.3779948800802231,0.5380880311131477,0.3779948800802231,0.0114466821020255,0.016294725033709,0.0114466821020255,M,17,12,10,1,3.692578019574285,4.16188183799386,178425,Dani,García,2024,683,dani-garcia,1200000.0,180.0,1990-05-24 00:00:00
Antonio Amaya,Rayo Vallecano,La_liga,19,1591,1,1,0,0.3720852360129356,0.0,0.3720852360129356,0.0210481905978404,0.0,0.0210481905978404,D,5,0,6,0,2.4736963883042336,2.4736963883042336,71904,Antonio,Amaya,2015,367,antonio-amaya,100000.0,192.0,1983-05-31 00:00:00
Roberto Trashorras,Rayo Vallecano,La_liga,33,2890,1,1,4,1.7923022769391537,4.091575672850013,1.7923022769391537,0.0558156418423957,0.127419311611246,0.0558156418423957,M,42,57,11,0,8.348096490837634,10.312901325523852,7923,Roberto,Trashorras,2015,367,roberto-trashorras,200000.0,177.0,1981-02-28 00:00:00
Rubén García,Levante,La_liga,27,1358,1,1,2,1.840426990762353,1.2516850847750902,1.0971493544057012,0.1219723337029541,0.0829540925108675,0.0727124019856503,M S,21,19,2,0,2.471670470200479,3.944523279555142,213260,Rubén,García,2024,331,ruben-garcia,2000000.0,172.0,1993-07-14 00:00:00
Rubén García,Levante,La_liga,27,1358,1,1,2,1.840426990762353,1.2516850847750902,1.0971493544057012,0.1219723337029541,0.0829540925108675,0.0727124019856503,M S,21,19,2,0,2.471670470200479,3.944523279555142,361238,Rubén,García,2024,6676,ruben-garcia,250000.0,180.0,1998-10-23 00:00:00
Damián Suárez,Elche,La_liga,34,3040,1,1,1,0.4056869214400649,1.9358094576746223,0.4056869214400649,0.0120104680689492,0.0573101484179986,0.0120104680689492,D,14,20,11,1,5.597442894242704,6.628984716720879,76746,Damián,Suárez,2023,3709,damian-suarez,650000.0,173.0,1988-04-27 00:00:00
Juan Rodríguez,Getafe,La_liga,34,2769,1,1,0,0.9076791321858764,0.2764987843111157,0.9076791321858764,0.0295020302985658,0.0089869594033948,0.0295020302985658,D M S,22,6,6,0,3.0963227041065693,3.7734554884955287,15983,Juan,Rodríguez,2015,3709,juan-rodriguez,300000.0,185.0,1982-04-01 00:00:00
Juan Rodríguez,Getafe,La_liga,34,2769,1,1,0,0.9076791321858764,0.2764987843111157,0.9076791321858764,0.0295020302985658,0.0089869594033948,0.0295020302985658,D M S,22,6,6,0,3.0963227041065693,3.7734554884955287,275028,Juan,Rodríguez,2016,2448,juan-rodriguez,250000.0,184.0,1995-05-08 00:00:00
Emiliano Velázquez,Getafe,La_liga,27,2355,1,1,1,0.8532085521146655,0.4556449353694916,0.8532085521146655,0.0326066962591591,0.01741318224342,0.0326066962591591,D,9,2,5,1,1.5539014982059598,1.5695795891806483,189458,Emiliano,Velázquez,2018,367,emiliano-velazquez,1000000.0,184.0,1994-04-30 00:00:00
Aritz Elustondo,Real Sociedad,La_liga,4,323,1,1,0,0.4297806844115257,0.0509297139942646,0.4297806844115257,0.1197531318793724,0.014190941979826,0.1197531318793724,D,3,1,2,0,0.2714111693203449,0.3424509987235069,229804,Aritz,Elustondo,2024,681,aritz-elustondo,4000000.0,180.0,1994-03-28 00:00:00
Markel Bergara,Real Sociedad,La_liga,30,2120,1,1,0,0.6318641360849142,0.3217179030179977,0.6318641360849142,0.0268244208715293,0.013657835505481,0.0268244208715293,M S,13,10,9,0,2.724509047344327,3.16805830039084,51426,Markel,Bergara,2019,3709,markel-bergara,500000.0,181.0,1986-05-05 00:00:00
Rubén Pardo,Real Sociedad,La_liga,28,1916,1,1,6,0.8913750862702727,1.8057110654190185,0.8913750862702727,0.0418704372465159,0.0848194133025634,0.0418704372465159,M S,23,28,5,0,2.388199346140027,3.5340194161981344,99352,Rubén,Pardo,2024,605,ruben-pardo,600000.0,182.0,1992-10-22 00:00:00
Nacho,Real Madrid,La_liga,14,636,1,1,0,0.1655746735632419,0.1226826906204223,0.1655746735632419,0.023430378334421,0.0173607581066635,0.023430378334421,D S,2,1,1,0,3.920767348259688,4.086342014372349,23287,,Nacho,2013,150,nacho,1200000.0,174.0,1980-06-24 00:00:00
Luka Modric,Real Madrid,La_liga,16,1310,1,1,3,1.6008299831300974,1.4140253327786922,1.6008299831300974,0.1099806858638998,0.097146778587849,0.1099806858638998,M,15,19,4,0,11.484840927645564,13.553175596520305,27992,Luka,Modric,2024,418,luka-modric,5000000.0,172.0,1985-09-09 00:00:00
Augusto Fernández,Celta Vigo,La_liga,30,2109,1,1,0,2.1767928386107087,0.4730837568640709,2.1767928386107087,0.0928930087600587,0.0201884960254937,0.0928930087600587,D F M S,36,7,11,0,7.465169591829181,8.952926874160767,39151,Augusto,Fernández,2020,2687,augusto-fernandez,300000.0,177.0,1986-04-10 00:00:00
Hugo Mallo,Celta Vigo,La_liga,28,2343,1,1,0,1.0351885072886944,0.7727699838578701,1.0351885072886944,0.0397639631480932,0.0296838662173317,0.0397639631480932,D M S,12,14,6,0,3.889574103057385,5.343580029904842,119905,Hugo,Mallo,2024,605,hugo-mallo,1000000.0,173.0,1991-06-22 00:00:00
Manu Trigueros,Villarreal,La_liga,33,2423,1,1,1,2.567545348778367,2.5628996193408966,2.567545348778367,0.0953689976847102,0.0951964365417584,0.0953689976847102,M S,38,42,9,0,7.565562646836042,10.112212961539626,188854,Manu,Trigueros,2023,1050,manu-trigueros,1500000.0,178.0,1991-10-17 00:00:00
Samu Castillejo,Malaga,La_liga,34,2357,1,1,5,2.9612574838101864,3.6875418312847614,2.9612574838101864,0.1130730477483736,0.1408055854118067,0.1130730477483736,M S,31,27,5,0,3.446603137999773,9.16610386222601,195171,Samu,Castillejo,2023,6574,samu-castillejo,600000.0,182.0,1995-01-18 00:00:00
Juanfran,Deportivo La Coruna,La_liga,34,2752,1,1,1,0.8747909953817725,2.362020552158356,0.8747909953817725,0.0286087171454794,0.0772463116621555,0.0286087171454794,D M S,33,33,4,0,2.6570206386968493,5.308339972048998,7542,,Juanfran,2015,3368,juanfran,100000.0,182.0,1976-07-15 00:00:00
Pedro Mosquera,Elche,La_liga,25,2145,1,1,1,0.6621661055833101,0.3300905115902424,0.6621661055833101,0.0277831932412577,0.0138499515352549,0.0277831932412577,M S,20,11,5,0,4.517284377478063,4.9659381322562695,44069,Pedro,Mosquera,2020,5358,pedro-mosquera,500000.0,184.0,1988-04-21 00:00:00
Recio,Malaga,La_liga,30,1471,1,1,2,0.972569706849754,0.7697807410731912,0.972569706849754,0.0595046047698693,0.0470973940833359,0.0595046047698693,M S,15,21,10,0,1.6431777644902468,2.3121842769905925,150948,,Recio,2020,1533,recio,300000.0,183.0,1991-01-11 00:00:00
Ricardo Horta,Malaga,La_liga,31,1513,1,1,1,2.444391617551446,1.1587099293246863,2.444391617551446,0.1454033348179974,0.0689252436478663,0.1454033348179974,M S,39,18,3,0,2.049634882248938,5.161626937799156,261927,Ricardo,Horta,2024,1075,ricardo-horta,12000000.0,173.0,1994-09-15 00:00:00
Duda,Malaga,La_liga,25,874,1,1,1,1.964446568861604,1.4456993080675602,1.2211689334362743,0.2022885482809431,0.1488706381305267,0.1257496613378314,M S,20,17,4,1,2.12679286301136,3.9215642288327217,7782,,Duda,2016,1084,duda,100000.0,175.0,1980-06-27 00:00:00
Nabil El Zhar,Levante,La_liga,17,665,1,1,2,0.8664741637185216,1.0040322709828615,0.8664741637185216,0.1172671800521307,0.1358840667495602,0.1172671800521307,M S,10,16,3,0,0.4332227483391762,1.2936145458370447,37917,Nabil,El Zhar,2018,1244,nabil-el-zhar,500000.0,170.0,1986-08-27 00:00:00
Guilherme Siqueira,Atletico Madrid,La_liga,25,2083,1,1,1,1.497177381999791,1.2684873510152102,0.7538997307419777,0.0646884130484787,0.0548074227514973,0.0325736801568785,D S,11,13,5,2,2.9394656606018543,4.187840839847922,44373,Guilherme,Siqueira,2016,1049,guilherme-siqueira,1500000.0,182.0,1986-04-28 00:00:00
Eneko Bóveda,Eibar,La_liga,35,3138,1,1,3,1.498587625101209,1.736524760723114,1.498587625101209,0.0429805246204935,0.0498047254509497,0.0429805246204935,D M,23,15,5,0,1.7494429629296064,2.94124972820282,89313,Eneko,Bóveda,2017,897,eneko-boveda,400000.0,182.0,1988-12-14 00:00:00
Iñaki Williams,Athletic Club,La_liga,19,1310,1,1,1,2.494563428685069,1.354575227946043,2.494563428685069,0.1713822202913406,0.0930624202405678,0.1713822202913406,F M S,30,12,1,0,1.1857888866215944,3.1617617402225733,255508,Iñaki,Williams,2024,621,inaki-williams,20000000.0,186.0,1994-06-15 00:00:00
Borja Viguera,Athletic Club,La_liga,20,955,1,1,0,2.807383669540286,0.8552781455218792,2.807383669540286,0.2645701887524876,0.0806021288973498,0.2645701887524876,F M S,24,10,0,0,0.7308100890368223,3.909217638894916,61344,Borja,Viguera,2016,2448,borja-viguera,100000.0,184.0,1987-03-26 00:00:00
Markel Susaeta,Athletic Club,La_liga,31,1807,1,1,7,2.5271284878253937,4.936477960087359,2.5271284878253937,0.1258669418396709,0.245867745660134,0.1258669418396709,M S,31,53,2,0,3.5151793276891112,7.290100394748151,54245,Markel,Susaeta,2018,621,markel-susaeta,1500000.0,179.0,1987-12-14 00:00:00
Cabral,Celta Vigo,La_liga,35,3086,1,1,0,1.5222798399627209,0.1707009952515363,1.5222798399627209,0.0443957179509542,0.0049783180727927,0.0443957179509542,D,18,5,9,1,7.660420182161033,8.02795613463968,33046,,Cabral,2014,289,cabral,100000.0,180.0,1988-10-22 00:00:00
Piti,Granada,La_liga,33,2323,1,1,3,2.2866184543818235,2.945206256583333,2.2866184543818235,0.088590469605839,0.114106139945114,0.088590469605839,F M S,53,34,9,0,3.508220975287258,5.943995898589492,58076,,Piti,2020,3999,piti,100000.0,177.0,1981-05-26 00:00:00
Álvaro González,Espanyol,La_liga,36,3138,1,1,0,0.4991905754432082,0.7372083403170109,0.4991905754432082,0.0143171293148147,0.0211436426477154,0.0143171293148147,D M S,10,6,11,0,2.9197163563221693,3.0194423515349627,55957,Álvaro,González,2016,398,alvaro-gonzalez,10000.0,176.0,1984-10-29 00:00:00
Álvaro González,Espanyol,La_liga,36,3138,1,1,0,0.4991905754432082,0.7372083403170109,0.4991905754432082,0.0143171293148147,0.0211436426477154,0.0143171293148147,D M S,10,6,11,0,2.9197163563221693,3.0194423515349627,183647,Álvaro,González,2021,244,alvaro-gonzalez,2200000.0,182.0,1990-01-08 00:00:00
Michael Krohn-Dehli,Celta Vigo,La_liga,36,3115,1,1,5,2.1132130827754736,8.013046696782112,2.1132130827754736,0.0610559157142191,0.2315165979808636,0.0610559157142191,M S,46,71,7,0,11.65745790489018,17.322500709444284,18006,Michael,Krohn-Dehli,2017,897,michael-krohn-dehli,300000.0,171.0,1983-06-06 00:00:00
Marc Bartra,Barcelona,La_liga,14,1035,1,1,3,1.071040604263544,0.4994265958666801,1.071040604263544,0.0931339655881342,0.0434283996405808,0.0931339655881342,D S,11,3,1,0,5.238084480166435,6.29447178542614,99922,Marc,Bartra,2024,150,marc-bartra,1000000.0,184.0,1991-01-15 00:00:00
Ibai Gómez,Athletic Club,La_liga,21,998,1,1,2,1.296071583405137,2.693129090592265,1.296071583405137,0.1168802029122869,0.2428673528590219,0.1168802029122869,M S,31,24,2,0,1.3576821396127343,3.165265504270792,127837,Ibai,Gómez,2020,621,ibai-gomez,400000.0,178.0,1989-11-11 00:00:00
Jaume Costa,Villarreal,La_liga,29,2429,1,1,0,0.7162172505632043,0.9017623830586672,0.7162172505632043,0.0265374856116461,0.033412356720988,0.0265374856116461,D M S,17,19,7,1,5.291918974369764,6.057506173849106,65318,Jaume,Costa,2023,237,jaume-costa,900000.0,171.0,1988-03-18 00:00:00
Juan Domínguez,Deportivo La Coruna,La_liga,22,1248,1,1,0,1.4865553677082062,0.6443509720265865,1.4865553677082062,0.1072035120943417,0.0464676181749942,0.1072035120943417,M S,10,8,3,0,1.5481229163706305,3.5882768779993057,72195,Juan,Domínguez,2022,6676,juan-dominguez,250000.0,181.0,1990-01-08 00:00:00
Anaitz Arbilla,Espanyol,La_liga,28,2227,1,1,1,0.9752018339931964,0.8345179464668036,0.9752018339931964,0.0394109407541031,0.0337254670776885,0.0394109407541031,D M S,24,14,9,1,3.0901204142719507,3.593223873525858,71548,Anaitz,Arbilla,2020,1533,anaitz-arbilla,400000.0,178.0,1987-05-15 00:00:00
Luis Fariña,Deportivo La Coruna,La_liga,21,1197,1,1,0,0.8671318776905537,0.7172828502953053,0.8671318776905537,0.0651978855406431,0.0539310413755868,0.0651978855406431,M S,14,10,1,1,0.5176226757466793,1.4406623877584934,125735,Luis,Fariña,2018,3336,luis-farina,200000.0,177.0,1991-04-20 00:00:00
Álex López,Celta Vigo,La_liga,25,1120,1,1,0,2.071941675618291,0.856701223179698,2.071941675618291,0.1664953132193269,0.06884206257694,0.1664953132193269,M S,23,15,5,0,2.641173416748643,5.24425383657217,127457,Álex,López,2014,940,alex-lopez,200000.0,178.0,1988-01-11 00:00:00
Álex López,Celta Vigo,La_liga,25,1120,1,1,0,2.071941675618291,0.856701223179698,2.071941675618291,0.1664953132193269,0.06884206257694,0.1664953132193269,M S,23,15,5,0,2.641173416748643,5.24425383657217,313113,Álex,López,2018,714,alex-lopez,400000.0,176.0,1997-06-02 00:00:00
Pablo Hervías,Real Sociedad,La_liga,15,359,1,1,0,0.8539452366530895,0.1353055518120527,0.8539452366530895,0.2140809785481283,0.0339206118748878,0.2140809785481283,M S,7,3,0,0,0.2015372812747955,1.0932894553989172,142027,Pablo,Hervías,2020,366,pablo-hervias,500000.0,174.0,1993-03-08 00:00:00
Héctor Moreno,Espanyol,La_liga,19,1592,1,1,0,0.4199218479916453,0.8088479489088058,0.4199218479916453,0.0237393004517889,0.0457263287699701,0.0237393004517889,D S,7,3,4,1,2.1458906792104244,2.2349134935066104,51046,Héctor,Moreno,2018,681,hector-moreno,1000000.0,184.0,1988-01-17 00:00:00
Diego Colotto,Espanyol,La_liga,23,1976,1,1,0,1.1539016589522362,0.1358696930110454,1.1539016589522362,0.0525562496486342,0.0061883969488836,0.0525562496486342,D S,13,3,2,1,0.6252344287931919,1.2868955805897713,27453,Diego,Colotto,2014,714,diego-colotto,150000.0,184.0,1981-03-10 00:00:00
Patrick Ekeng,Cordoba,La_liga,14,749,1,1,1,0.2123166946694255,0.3584639392793178,0.2123166946694255,0.0255120193861792,0.043073103518209,0.0255120193861792,M S,7,6,2,1,0.31487503554672,0.7791650732979178,118008,Patrick,Ekeng,2014,993,patrick-ekeng,600000.0,182.0,1990-03-26 00:00:00
Sammir,Getafe,La_liga,23,1419,1,1,4,0.8712288336828351,1.7909574769437313,0.8712288336828351,0.0552576427282982,0.11359138331567,0.0552576427282982,F M S,20,22,0,0,1.6470147036015987,3.1706677302718163,45710,,Sammir,2014,3709,sammir,150000.0,178.0,1987-04-23 00:00:00
Giovani dos Santos,Villarreal,La_liga,26,1390,1,1,3,4.406526830047369,2.8856095150113106,4.406526830047369,0.2853146868375994,0.1868380261518114,0.2853146868375994,F S,38,21,5,0,1.6197581253945827,7.574409864842892,44674,Giovani,dos Santos,2013,1050,giovani-dos-santos,250000.0,175.0,1989-05-11 00:00:00
Raúl Jiménez,Atletico Madrid,La_liga,21,558,1,1,2,2.7381971646100283,2.103092834353447,2.7381971646100283,0.4416447039693594,0.3392085216699108,0.4416447039693594,F S,17,8,0,0,0.7692396193742752,4.397911408916116,206040,Raúl,Jiménez,2024,931,raul-jimenez,5000000.0,187.0,1991-05-05 00:00:00
Andoni Iraola,Athletic Club,La_liga,22,1533,1,1,1,1.1313548609614372,2.7323708161711693,1.1313548609614372,0.0664200505456812,0.1604131594621038,0.0664200505456812,D M S,13,23,5,0,3.677260732278228,7.107082972303033,15804,Andoni,Iraola,2014,621,andoni-iraola,1500000.0,182.0,1982-06-22 00:00:00
Cristian Herrera,Elche,La_liga,26,847,1,1,0,2.461642850190401,1.288704564794898,2.461642850190401,0.2615677172575397,0.1369343693406621,0.2615677172575397,F S,15,17,1,0,0.5395785998553038,3.321929493919015,237617,Cristian,Herrera,2023,472,cristian-herrera,300000.0,182.0,1991-03-13 00:00:00
Jorge Morcillo,Rayo Vallecano,La_liga,13,735,1,1,0,0.38087840937078,0.0,0.38087840937078,0.0466381725760138,0.0,0.0466381725760138,D S,3,0,3,2,1.3277627918869257,1.339352912269533,65239,Jorge,Morcillo,2014,367,jorge-morcillo,50000.0,184.0,1986-03-11 00:00:00
Andreas Ivanschitz,Levante,La_liga,20,1333,1,0,3,2.0320547334849834,3.994467310607433,1.2887770999222994,0.1371979940087385,0.2696939669577411,0.0870142077967043,M S,31,30,3,0,0.8150961343199015,3.5115562099963427,2923,Andreas,Ivanschitz,2014,3368,andreas-ivanschitz,200000.0,183.0,1983-10-15 00:00:00
Javi Lara,Eibar,La_liga,31,1685,1,1,3,1.156581550836563,3.82711170706898,1.156581550836563,0.0617758691841487,0.2044154620986398,0.0617758691841487,M S,28,43,3,0,1.9382251063361764,3.250990535132587,119622,Javi,Lara,2014,1533,javi-lara,100000.0,179.0,1985-12-04 00:00:00
Diogo Salomão,Deportivo La Coruna,La_liga,6,282,1,1,0,0.1907577570527792,0.7269348204135895,0.1907577570527792,0.0608801352296103,0.2320004746000817,0.0608801352296103,M S,4,6,0,0,0.3543640840798616,1.0223195254802704,145918,Diogo,Salomão,2020,2423,diogo-salomao,50000.0,174.0,1988-09-14 00:00:00
Fidel,Cordoba,La_liga,24,1419,1,1,1,1.592596497386694,3.052857145667076,1.592596497386694,0.1010103486714605,0.1936273031078483,0.1010103486714605,M S,17,18,1,0,2.7382752932608128,5.095950659364462,149231,,Fidel,2022,1531,fidel,1000000.0,180.0,1989-10-27 00:00:00
Luso,Cordoba,La_liga,18,1401,1,1,1,0.6064640274271369,0.3835542630404234,0.6064640274271369,0.0389591452308653,0.0246394601524897,0.0389591452308653,D M S,19,11,4,0,2.532810283824801,2.7994516380131245,95480,,Luso,2014,993,luso,25000.0,183.0,1984-12-04 00:00:00
Rafael Martins,Levante,La_liga,13,312,1,1,0,0.8314347881823778,0.0689421724528074,0.8314347881823778,0.239836958129532,0.0198871651306175,0.239836958129532,F S,11,2,1,0,0.0527499690651893,0.8033072371035814,99499,Rafael,Martins,2023,3268,rafael-martins,50000.0,177.0,1989-03-17 00:00:00
Xisco,Cordoba,La_liga,8,213,1,1,0,2.0100067630410194,0.254299446940422,2.0100067630410194,0.8492986322708533,0.1074504705382065,0.8492986322708533,F S,4,3,0,0,0.1254964778199792,2.199226140975952,34564,,Xisco,2014,993,xisco,50000.0,188.0,1986-06-26 00:00:00
Hélder Postiga,Deportivo La Coruna,La_liga,13,684,1,1,1,1.527861274778843,0.7390290722250938,1.527861274778843,0.201034378260374,0.0972406673980386,0.201034378260374,F S,14,5,2,1,0.4161060601472854,2.3353317864239216,5169,Hélder,Postiga,2015,2425,helder-postiga,500000.0,182.0,1982-08-02 00:00:00
Przemyslaw Tyton,Elche,La_liga,32,2860,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GK,0,0,1,1,1.7381542306393385,1.7381542306393385,33210,Przemyslaw,Tyton,2024,317,przemyslaw-tyton,100000.0,195.0,1987-01-04 00:00:00
Aleix García,Villarreal,La_liga,1,12,0,0,0,0.0380134955048561,0.0,0.0380134955048561,0.2851012162864208,0.0,0.2851012162864208,S,2,0,0,0,0.0131078399717807,0.0380134955048561,261504,Aleix,García,2024,15,aleix-garcia,20000000.0,173.0,1997-06-28 00:00:00
Ryder Matos,Cordoba,La_liga,3,146,0,0,0,0.0589500144124031,0.0,0.0589500144124031,0.0363390499802484,0.0,0.0363390499802484,M S,1,0,0,0,0.0,0.0589500144124031,62713,Ryder,Matos,2020,410,ryder-matos,250000.0,182.0,1993-02-27 00:00:00
Dani Alves,Barcelona,La_liga,30,2524,0,0,6,0.9760406790301204,4.931537599302828,0.9760406790301204,0.0348033522633561,0.1758472202604019,0.0348033522633561,D S,21,40,6,1,15.587286591529846,19.290704250335693,15951,Dani,Alves,2021,131,dani-alves,1000000.0,172.0,1983-05-06 00:00:00
